"","Commodity2","APMC","Year","maxfluctrel","maxfluct"
"868","pigeon pea tur","Zarijamini",2015,12.9656014654997,637
"869","bajri","Majalgaon",2016,49.8430141287284,635
"870","sunflower","Chopda",2015,28.0444444444444,635
"871","cotton","Rajura",2015,18.0758888556917,634
"872","sesamum","Ambejogai",2015,7.69230769230769,634
"873","pigeon pea tur","Ausa",2014,13.468085106383,633
"874","pigeon pea tur","Ashti-Karanja",2015,8.44563042028019,633
"875","cotton","Jamner-Neri",2016,15.0740563784042,631
"876","sorgumjawar","Shrigonda",2016,39.375,630
"877","bajri","Gangapur",2016,41.4248021108179,628
"878","cotton","Gevrai",2016,16.4397905759162,628
"879","bajri","Dhule",2016,57.962962962963,626
"880","cotton","Arvi",2015,15.65,626
"881","pigeon pea tur","Sillod-Bharadi",2014,20.4918032786885,625
"882","sorgumjawar","Aurangabad",2014,37.9331306990881,624
"883","bajri","Malegaon",2016,38.9375,623
"884","pigeon pea tur","Kalvan",2015,8.19283456269758,622
"885","pigeon pea tur","Amalner",2015,8.71275997751546,620
"886","pigeon pea tur","Paranda",2015,7.33814652621612,620
"887","pigeon pea tur","Sailu",2016,8.31043956043956,619
"888","ricepaddyhus","Murud",2015,25.1628664495114,618
"889","sorgumjawar","Majalgaon",2016,47.3522640061397,617
"890","wheathusked","Kada",2014,43.7810945273632,616
"891","pigeon pea tur","Nandura",2014,13.9809350885157,616
"892","pigeon pea tur","Akkolkot",2016,8.67256637168142,612
"893","pigeon pea tur","Kannad",2016,8.36986301369863,611
"894","wheathusked","Phaltan",2014,38.8535031847134,610
"895","pigeon pea tur","Gevrai",2014,15.7908361377168,610
"896","pigeon pea tur","Manora",2014,13.5857461024499,610
"897","bajri","Majalgaon",2014,57.4528301886793,609
"898","pigeon pea tur","Hingoli",2014,13.9678899082569,609
"899","wheathusked","Kalamb (Os)",2014,45.4070201643017,608
"900","wheathusked","Lasur Station",2016,39.8950131233596,608
"901","pigeon pea tur","Murtizapur",2016,9.69146318379708,608
"902","bajri","Indapur-Bhigwan",2015,47.9616306954436,606
"903","pigeon pea tur","Nampur",2016,16.4757228587016,604
"904","pigeon pea tur","Umari",2016,8.10157194679565,603
"905","wheathusked","Satana",2016,35.9832635983264,602
"906","pigeon pea tur","Akola",2014,12.7326565143824,602
"907","sorgumjawar","Shirpur",2016,45.1201201201201,601
"908","wheathusked","Akkolkot",2015,42.9285714285714,601
"909","sorgumjawar","Buldhana",2015,50,600
"910","paddyunhusked","Akole",2015,42.6282051282051,600
"911","bajri","Nira",2015,40,600
"912","wheathusked","Nira",2015,38.0952380952381,600
"913","sorgumjawar","Koregaon",2016,37.5,600
"914","sorgumjawar","Nagpur",2016,37.5,600
"915","sorgumjawar","Vasai",2014,37.5,600
"916","sorgumjawar","Vasai",2015,37.5,600
"917","sorgumjawar","Malegaon",2014,33.8600451467269,600
"918","ricepaddyhus","Bhivandi",2015,31.3946216385241,600
"919","wheatunhusked","Akluj",2015,21.4285714285714,600
"920","safflower","Jalna",2015,19.672131147541,600
"921","cotton","Amalner",2015,15,600
"922","cotton","Atpadi",2014,14.2857142857143,600
"923","pigeon pea tur","Shrirampur",2016,9.70873786407767,600
"924","pigeon pea tur","Tiwasa",2016,7.69230769230769,600
"925","sesamum","Beed",2015,6.89655172413793,600
"926","sorgumjawar","Lasalgaon",2016,47.3851030110935,598
"927","pigeon pea tur","Kalamnuri",2016,8.33333333333333,598
"928","pigeon pea tur","Devani",2016,6.71759155246012,598
"929","wheathusked","Mohol",2014,41.9831223628692,597
"930","wheathusked","Karanja",2016,36.7158671586716,597
"931","pigeon pea tur","Satana",2016,8.59408795962509,596
"932","maize","Baramati",2016,42.5,595
"933","cotton","Majalgaon",2016,14.4878048780488,594
"934","sorgumjawar","Sinner",2015,60.6960081883316,593
"935","sorgumjawar","Gevrai",2016,34.0078328981723,590
"936","sesamum","Kille Dharur",2016,9.6636587366694,589
"937","sorgumjawar","Mehkar",2014,53.6007292616226,588
"938","wheatunhusked","Sangali",2016,17.1495463857185,586
"939","maize","Aheri",2015,95.1219512195122,585
"940","sunflower","Akot",2015,21.4915503306392,585
"941","bajri","Lonand",2015,44.3432042520881,584
"942","sorgumjawar","Shrigonda",2015,36.2507759155804,584
"943","bajri","Ambad(Vadi Godri)",2016,50.0429184549356,583
"944","bajri","Jalna",2015,53.1309297912713,582
"945","wheathusked","Dhule",2016,38.7483355525965,582
"946","pigeon pea tur","Gangapur",2015,7.66355140186916,582
"947","pigeon pea tur","Ralegaon",2016,7.26863994005245,582
"948","sorgumjawar","Pathardi",2014,37.6623376623377,580
"949","wheathusked","Sinner",2016,32.5659741718136,580
"950","pigeon pea tur","Chimur",2016,7.69915442812639,577
"951","paddyunhusked","Ausa",2014,67.7647058823529,576
"952","pigeon pea tur","Aurad Shahajani",2015,6.38935108153078,576
"953","wheathusked","Akole",2015,40.3508771929825,575
"954","sorgumjawar","Lonar",2016,33.7448559670782,574
"955","sorgumjawar","Kille Dharur",2014,31.4004376367615,574
"956","pigeon pea tur","Sonpeth",2014,13.4237605238541,574
"957","wheathusked","Dound",2016,35.5900621118012,573
"958","wheathusked","Hingoli-Kanegaon Naka",2016,36.6666666666667,572
"959","sorgumjawar","Jintur",2016,44.2979053529868,571
"960","sorgumjawar","Jalgaon",2016,36.5089514066496,571
"961","sorgumjawar","Deulgaon Raja",2016,35.625,570
"962","wheathusked","Baramati",2016,34.9050826699326,570
"963","wheathusked","Shahada",2015,44.383775351014,569
"964","wheathusked","Dound",2015,39.7027600849257,568
"965","sorgumjawar","Taloda",2015,37.6907763769078,568
"966","wheathusked","Vaijapur",2015,39.6914446002805,566
"967","sorgumjawar","Malegaon",2016,36.0509554140127,566
"968","sorgumjawar","Kada (Ashti)",2014,26.1190586063682,566
"969","sorgumjawar","Pune",2015,24.8780487804878,566
"970","pigeon pea tur","Jalgaon Jamod-Aasalgaon",2014,13.2645887040075,566
"971","pigeon pea tur","Umarkhed-Danki",2015,11.7021276595745,566
"972","wheathusked","Buldhana",2015,39.7887323943662,565
"973","sorgumjawar","Mantha",2015,48.3261802575107,563
"974","sorgumjawar","Purna",2016,40.7675597393193,563
"975","wheathusked","Anajngaon Surji",2016,36.3225806451613,563
"976","bajri","Satana",2016,36.9736842105263,562
"977","ricepaddyhus","Tumsar",2015,19.8724760892667,561
"978","pigeon pea tur","Chopda",2015,12.1376027693639,561
"979","sorgumjawar","Akola",2016,43.6477007014809,560
"980","sorgumjawar","Kopargaon",2016,39.6881644223955,560
"981","wheathusked","Jintur",2015,38.8619014573213,560
"982","bajri","Manmad",2016,39.4774011299435,559
"983","wheathusked","Gangapur",2015,41.5178571428571,558
"984","wheathusked","Dudhani",2015,40.3762662807525,558
"985","sorgumjawar","Pandharpur",2014,28.0402010050251,558
"986","pigeon pea tur","Amarawati",2016,6.40422357396993,558
"987","wheathusked","Shrirampur",2016,36.6688610928242,557
"988","wheathusked","Rahuri-Vambori",2015,43.4375,556
"989","wheathusked","Shrirampur",2015,40.5839416058394,556
"990","maize","Dhule",2016,65.8362989323843,555
"991","maize","Nandgaon",2016,60.8791208791209,554
"992","bajri","Nira-Saswad",2015,36.4535266974291,553
"993","sorgumjawar","Amalner",2016,34.977862112587,553
"994","sesamum","Pusad",2016,9.70005262234696,553
"995","wheathusked","Chikhali",2016,37.9215416379904,551
"996","sorgumjawar","Anajngaon Surji",2016,55.7809330628803,550
"997","sorgumjawar","Akkalkuwa",2015,45.8333333333333,550
"998","wheathusked","Paranda",2015,42.3076923076923,550
"999","sunflower","Sakri",2016,30.5555555555556,550
"1000","sunflower","Chopda",2016,22.9071220324865,550
"1001","sunflower","Anajngaon Surji",2015,22,550
"1002","mustard","Achalpur",2016,15.6028368794326,550
"1003","pigeon pea tur","Savali",2016,9.4017094017094,550
"1004","sesamum","Malkapur",2014,6.58682634730539,550
"1005","sorgumjawar","Shirpur",2014,45.9030100334448,549
"1006","paddyunhusked","Tumsar",2016,31.3714285714286,549
"1007","sesamum","Chalisgaon",2016,12.3343068973264,549
"1008","sorgumjawar","Beed",2016,33.8909541511772,547
"1009","cotton","Narkhed",2016,11.2297269554506,547
"1010","bajri","Malkapur",2016,48.0176211453744,545
"1011","sorgumjawar","Nandurbar",2016,41.4324569356301,545
"1012","pigeon pea tur","Navapur",2015,6.84243565599498,545
"1013","pigeon pea tur","Umarkhed-Danki",2016,6.77523620089508,545
"1014","bajri","Kej",2015,38.3909668313338,544
"1015","bajri","Dound",2015,37.9189944134078,543
"1016","pigeon pea tur","Mauda",2016,7.24147265836492,543
"1017","wheathusked","Shrigonda",2016,34.788189987163,542
"1018","sesamum","Naigaon",2015,7.70652637565761,542
"1019","sunflower","Latur",2016,16.2774725274725,541
"1020","maize","Shahada",2014,56.8421052631579,540
"1021","pigeon pea tur","Korpana",2016,6.89699296225208,539
"1022","pigeon pea tur","Achalpur",2014,12.0438773225879,538
"1023","pigeon pea tur","Sakri",2015,8.05027682178662,538
"1024","sunflower","Shirpur",2015,19.6078431372549,537
"1025","pigeon pea tur","Mangrulpeer",2014,12.3699421965318,535
"1026","wheathusked","Chikhali",2015,58.6813186813187,534
"1027","bajri","Nandurbar",2016,43.3244916003537,534
"1028","wheathusked","Kurdwadi",2015,39.0065741417093,534
"1029","sorgumjawar","Atpadi",2016,30.8136180034622,534
"1030","pigeon pea tur","Wardha",2015,8.77856320894296,534
"1031","wheathusked","Jamkhed",2016,31.25,533
"1032","sesamum","Achalpur",2015,7.76175913790593,533
"1033","maize","Sillod",2016,39.880059970015,532
"1034","wheathusked","Pusad",2014,36.3885088919289,532
"1035","pigeon pea tur","Zarijamini",2016,7.89317507418398,532
"1036","wheathusked","Nandurbar",2016,34.8425196850394,531
"1037","ricepaddyhus","Sinner",2014,58.8235294117647,530
"1038","wheathusked","Taloda",2015,44.9533502968617,530
"1039","bajri","Lonand",2016,32.5153374233129,530
"1040","sorgumjawar","Kej",2015,29.4543429844098,529
"1041","pigeon pea tur","Parli-Vaijnath",2014,13.3552133299672,529
"1042","bajri","Sangali",2015,40.5384615384615,527
"1043","sorgumjawar","Latur",2016,29.4933655006031,527
"1044","sorgumjawar","Kille Dharur",2015,27.2210743801653,527
"1045","bajri","Kille Dharur",2016,37.7602297200287,526
"1046","bajri","Akole",2015,38.4615384615385,525
"1047","wheathusked","Balapur",2016,37.037037037037,525
"1048","wheathusked","Sangamner",2015,34.4262295081967,525
"1049","cotton","Mahagaon",2016,12.8424657534247,525
"1050","sunflower","Baramati",2015,19,523
"1051","sunflower","Chalisgaon",2016,18.4805653710247,523
"1052","sorgumjawar","Kalamb (Os)",2015,36.0222531293463,522
"1053","sorgumjawar","Paithan",2014,32.3019801980198,522
"1054","bajri","Shirpur",2016,47.6669716376944,521
"1055","wheathusked","Patur",2015,42.1521035598706,521
"1056","sorgumjawar","Rahuri-Vambori",2016,36.2813370473538,521
"1057","maize","Kurdwadi-Modnimb",2016,35.1114112086428,520
"1058","bajri","Nandurbar",2014,51.2388503468781,517
"1059","wheathusked","Buldhana",2014,41.36,517
"1060","wheathusked","Raver",2015,53.5825545171339,516
"1061","bajri","Pusad",2015,40.1556420233463,516
"1062","wheathusked","Sindkhed Raja",2016,35.1738241308793,516
"1063","cotton","Yeotmal",2016,12.1354656632173,516
"1064","sorgumjawar","Kopargaon",2014,40.8730158730159,515
"1065","pigeon pea tur","Sindi (Selu)",2015,10.6185567010309,515
"1066","wheathusked","Lasalgaon-Vinchur",2015,41.4182111200645,514
"1067","bajri","Kej",2016,41.3209144792549,513
"1068","sorgumjawar","Umari",2015,34.5920431557653,513
"1069","pigeon pea tur","Tuljapur",2016,6.22875182127246,513
"1070","sorgumjawar","Nandurbar",2014,42.3801369863014,512
"1071","sorgumjawar","Hingoli",2014,47.2222222222222,510
"1072","sorgumjawar","Lasalgaon-Vinchur",2015,44.3092962641182,510
"1073","bajri","Chalisgaon",2016,42.4319727891156,510
"1074","bajri","Sinner",2016,42.1836228287841,510
"1075","bajri","Sangali",2014,38.8416988416988,509
"1076","bajri","Dhule",2014,50.597609561753,508
"1077","sorgumjawar","Shrirampur",2014,28.1752634498059,508
"1078","wheathusked","Kada",2015,34.2336259284267,507
"1079","bajri","Satana",2014,44.1150828247602,506
"1080","sorgumjawar","Sinner",2014,37.1323529411765,505
"1081","ricepaddyhus","Nandurbar",2015,18.4373859072654,505
"1082","wheathusked","Akola",2015,36.6279069767442,504
"1083","cotton","Jalna-Badnapur",2016,11.1405835543767,504
"1084","pigeon pea tur","Jintur",2014,14.0856902828339,503
"1085","cotton","Ashti (Wardha)",2015,13.8338833883388,503
"1086","sorgumjawar","Shrirampur",2015,36.8575624082232,502
"1087","maize","Ambad(Vadi Godri)",2016,39.6901072705602,501
"1088","pigeon pea tur","Yeotmal",2014,11.5304948216341,501
"1089","wheathusked","Ghansawangi",2014,38.4615384615385,500
"1090","bajri","Vasai",2014,34.4827586206897,500
"1091","bajri","Mumbai",2014,33.3333333333333,500
"1092","safflower","Gevrai",2015,33.3333333333333,500
"1093","sorgumjawar","Nagpur",2015,33.3333333333333,500
"1094","wheathusked","Hadgaon",2016,33.3333333333333,500
"1095","wheathusked","Hadgaon-Tamsa",2016,33.3333333333333,500
"1096","bajri","Ahmednagar",2016,32.258064516129,500
"1097","wheathusked","Ghansawangi",2015,31.5855969677827,500
"1098","sorgumjawar","Kalyan",2016,27.027027027027,500
"1099","sesamum","Amalner",2015,14.2857142857143,500
"1100","pigeon pea tur","Umarkhed",2014,13.1578947368421,500
"1101","pigeon pea tur","Ghansawangi",2015,10,500
"1102","sesamum","Morshi",2016,9.09090909090909,500
"1103","pigeon pea tur","Shrigonda",2016,7.73993808049536,500
"1104","pigeon pea tur","Gondpimpri",2015,7.69230769230769,500
"1105","sorgumjawar","Mangrulpeer",2015,47.4785918173168,499
"1106","paddyunhusked","Gadchiroli",2015,28.4330484330484,499
"1107","pigeon pea tur","Bhokar",2014,11.8471035137702,499
"1108","wheathusked","Paithan",2015,34.3448275862069,498
"1109","maize","Shirpur",2016,54.5554335894621,497
"1110","cotton","Akot",2015,12.6014198782961,497
"1111","maize","Satana",2016,55.1111111111111,496
"1112","bajri","Dudhani",2014,43.9326837909655,496
"1113","bajri","Lasalgaon",2015,39.1167192429022,496
"1114","wheathusked","Ahmednagar",2015,31.3291139240506,495
"1115","bajri","Shirpur",2014,54.5766590389016,494
"1116","sorgumjawar","Bhokar",2015,43.6781609195402,494
"1117","sorgumjawar","Nandgaon",2015,43.6781609195402,494
"1118","bajri","Kada",2016,42.4870466321244,494
"1119","wheathusked","Dondaicha",2015,34.0228245363766,494
"1120","sorgumjawar","Latur",2015,27.7684092186622,494
"1121","sorgumjawar","Kej",2014,26.6738660907127,494
"1122","wheathusked","Jamkhed",2015,26.3607257203842,494
"1123","bajri","Karmala",2016,46.3781749764817,493
"1124","sunflower","Karmala",2015,15.1926040061633,493
"1125","wheathusked","Shrirampur",2014,35.8078602620087,492
"1126","wheathusked","Shirpur",2016,28.1698221457258,491
"1127","pigeon pea tur","Mahur",2016,6.36505055742805,491
"1128","sorgumjawar","Pathari",2015,26.952695269527,490
"1129","sunflower","Sinner",2015,17.493752231346,490
"1130","wheathusked","Savner",2016,36.3028953229399,489
"1131","wheathusked","Mohol",2015,32.2772277227723,489
"1132","wheathusked","Pune",2016,23.9098481136698,488
"1133","safflower","Parli-Vaijnath",2016,22.9971724787936,488
"1134","sesamum","Loha",2014,5.41500221926321,488
"1135","pigeon pea tur","Basmat",2015,9.45447485925063,487
"1136","sesamum","Shegaon",2014,5.4817649707339,487
"1137","bajri","Beed",2015,36.6239638281839,486
"1138","paddyunhusked","Nagpur",2015,32.20675944334,486
"1139","wheathusked","Karanja",2015,39.7215397215397,485
"1140","pigeon pea tur","Karanja",2014,11.4502010882423,484
"1141","sunflower","Akola",2016,11.5633229590615,483
"1142","cotton","Dhamangaon-Rly",2016,10.7620320855615,483
"1143","sesamum","Dhule",2014,4.61538461538462,483
"1144","pigeon pea tur","Anajngaon Surji",2014,11.0219981668194,481
"1145","pigeon pea tur","Ambad(Vadi Godri)",2014,9.87882522078456,481
"1146","maize","Paranda",2015,40,480
"1147","wheathusked","Balapur",2015,36.0902255639098,480
"1148","pigeon pea tur","Gangapur",2014,10.9239872553482,480
"1149","bajri","Latur",2015,34.1445955619184,477
"1150","wheathusked","Kannad",2016,29.57222566646,477
"1151","pigeon pea tur","Risod",2014,10.5647840531561,477
"1152","safflower","Majalgaon",2016,17.9622641509434,476
"1153","bajri","Solapur",2015,49.9474237644585,475
"1154","paddyunhusked","Akole",2014,33.3333333333333,475
"1155","sunflower","Chopda",2014,19.891122278057,475
"1156","bajri","Lasur Station",2014,42.0959147424512,474
"1157","bajri","Sangamner",2016,31.653076352854,474
"1158","wheathusked","Malegaon",2016,30.1526717557252,474
"1159","maize","Jalna",2016,56.1091340450771,473
"1160","cotton","Deulgaon Raja",2016,11.4861583292861,473
"1161","split black gram","Kolhapur-Laxmipuri",2014,5.50832654011878,473
"1162","sorgumjawar","Raver",2016,42.0535714285714,471
"1163","wheathusked","Dhule",2014,40.0851063829787,471
"1164","wheathusked","Partur",2015,31.8590186592951,471
"1165","sorgumjawar","Shrirampur",2016,28.4331518451301,470
"1166","wheathusked","Ahmednagar",2016,26.8571428571429,470
"1167","cotton","Zarijamini",2016,11.4634146341463,470
"1168","wheathusked","Kopargaon",2015,35.9111791730475,469
"1169","sorgumjawar","Sonpeth",2016,34.2086068563093,469
"1170","bajri","Rahuri-Vambori",2016,37.9401408450704,468
"1171","bajri","Vasai",2015,35.0337584396099,467
"1172","sunflower","Latur-Murud",2015,15.3770167928877,467
"1173","wheathusked","Jamkhed",2014,23.9669421487603,464
"1174","pigeon pea tur","Chalisgaon",2014,13.3969907407407,463
"1175","bajri","Pathari",2015,45.4277286135693,462
"1176","bajri","Pachora",2016,41.780199818347,462
"1177","wheathusked","Lasalgaon",2014,30.1369863013699,462
"1178","wheathusked","Paithan",2016,27.6150627615063,462
"1179","sunflower","Umared",2015,15.9295093296475,461
"1180","cotton","Vani",2014,13.5588235294118,461
"1181","sorgumjawar","Balapur",2016,39.6551724137931,460
"1182","spilt gerrn gram","Kolhapur-Laxmipuri",2014,5.39083557951483,460
"1183","wheathusked","Sailu",2015,33.9259259259259,458
"1184","sorgumjawar","Umared",2015,29.1534054742202,458
"1185","wheathusked","Manwat",2015,30.4835318850736,457
"1186","pigeon pea tur","Kada",2014,10.5057471264368,457
"1187","pigeon pea tur","Nandurbar",2015,9.5010395010395,457
"1188","bajri","Gevrai",2016,36.4583333333333,455
"1189","cotton","Varud",2016,9.91790548036388,455
"1190","maize","Karmala",2016,46.1851475076297,454
"1191","wheathusked","Nandgaon Khandeshwar",2015,43.9496611810261,454
"1192","wheathusked","Mohol",2016,25.8857142857143,453
"1193","wheathusked","Palghar(Bevur)",2015,24.2116515232496,453
"1194","cotton","Bhiwapur",2016,11.0245801898272,453
"1195","pigeon pea tur","Murum",2014,9.33443230991139,453
"1196","paddyunhusked","Ausa",2016,64.5714285714286,452
"1197","wheathusked","Lonand",2014,31.2857142857143,452
"1198","wheathusked","Malegaon",2015,29.7760210803689,452
"1199","pigeon pea tur","Yeola",2015,7.06969270937939,452
"1200","sorgumjawar","Hingoli",2015,36.2540192926045,451
"1201","wheathusked","Gangakhed",2016,29.7493403693931,451
"1202","bajri","Kada (Ashti)",2016,38.265306122449,450
"1203","wheathusked","Anajngaon Surji",2015,35.8565737051793,450
"1204","wheathusked","Umared",2014,30,450
"1205","sorgumjawar","Akkolkot",2015,29.0322580645161,450
"1206","sorgumjawar","Aurangabad",2015,29.0322580645161,450
"1207","sunflower","Indapur-Bhigwan",2016,18.5217391304348,450
"1208","sunflower","Nampur",2016,15.5172413793103,450
"1209","maize","Udgir",2016,9.78260869565217,450
"1210","sesamum","Kalamb (Os)",2015,6.42857142857143,450
"1211","pigeon pea tur","Bhokardan",2016,6.29370629370629,450
"1212","pigeon pea tur","Darwha",2016,5.17241379310345,450
"1213","sesamum","Kille Dharur",2014,4.31689260648015,449
"1214","bajri","Nandurbar",2015,42.7073403241182,448
"1215","bajri","Latur",2014,39.1608391608392,448
"1216","sorgumjawar","Pathardi",2016,27.0205066344994,448
"1217","wheathusked","Digras",2016,28.6722257857601,447
"1218","wheathusked","Pune-Pimpri",2016,23.366440146367,447
"1219","pigeon pea tur","Mandhal",2016,6.05280974949221,447
"1220","pigeon pea tur","Aurad Shahajani",2016,5.83018129646537,447
"1221","bajri","Sinner",2014,42.2053231939163,444
"1222","bajri","Kada",2014,35.4916067146283,444
"1223","sorgumjawar","Gangapur",2015,33.159073935773,444
"1224","sorgumjawar","Chopda",2015,32.6470588235294,444
"1225","bajri","Dondaicha",2016,32.3155216284987,444
"1226","wheathusked","Sangamner",2016,25.606936416185,443
"1227","pigeon pea tur","Kinwat",2016,5.38143828960155,443
"1228","pigeon pea tur","Sangrampur",2014,11.2382405288584,442
"1229","wheathusked","Nandgaon Khandeshwar",2016,40.6826568265683,441
"1230","wheathusked","Amalner",2014,31.5,441
"1231","maize","Fulambri",2016,67.4846625766871,440
"1232","bajri","Atpadi",2014,31.8840579710145,440
"1233","sorgumjawar","Umared",2016,25.2873563218391,440
"1234","wheathusked","Malkapur",2015,32.8347045624533,439
"1235","sorgumjawar","Pune",2016,19.2122538293217,439
"1236","cotton","Parbhani",2016,10.6475867087073,439
"1237","bajri","Lasur Station",2015,39.3177737881508,438
"1238","sorgumjawar","Loha",2014,33.8485316846986,438
"1239","sorgumjawar","Pathardi",2015,28.258064516129,438
"1240","cotton","Narkhed",2015,11.066195048004,438
"1241","sorgumjawar","Telhara",2015,36.8243243243243,436
"1242","wheathusked","Satana",2015,28.4409654272668,436
"1243","cotton","Katol",2015,10.7063746000492,435
"1244","bajri","Lasur Station",2016,32.6837909654562,434
"1245","wheathusked","Hadgaon",2015,36.0833333333333,433
"1246","sorgumjawar","Shevgaon",2015,35.0891410048622,433
"1247","wheathusked","Patur",2014,32.8777524677297,433
"1248","sorgumjawar","Gangakhed",2016,26.4669926650367,433
"1249","sunflower","Karmala",2014,14.8797250859107,433
"1250","pigeon pea tur","Indapur",2016,5.79884826570242,433
"1251","bajri","Malegaon",2015,32.6938449240607,432
"1252","cotton","Deulgaon Raja",2015,10.4096385542169,432
"1253","pigeon pea tur","Shrirampur",2015,9.93103448275862,432
"1254","wheathusked","Buldhana",2016,28.9650537634409,431
"1255","sesamum","Chopda",2014,4.15942868172168,431
"1256","bajri","Indapur (Nimgaon Ketki)",2015,38.4959713518353,430
"1257","wheatunhusked","Mangalwedha",2016,15.5122655122655,430
"1258","wheathusked","Pune",2014,20.1692524682652,429
"1259","wheathusked","Sangrampur-Varvatbakal",2016,33.1782945736434,428
"1260","bajri","Lasalgaon",2014,38.6775362318841,427
"1261","wheathusked","Ambejogai",2015,29.448275862069,427
"1262","sorgumjawar","Vadvani",2016,26.2153846153846,426
"1263","sorgumjawar","Pune",2014,17.1925566343042,426
"1264","sunflower","Indapur-Bhigwan",2015,16.7058823529412,426
"1265","cotton","Varud",2015,10.945529290853,426
"1266","bajri","Ambad(Vadi Godri)",2015,37.3904576436222,425
"1267","bajri","Shrigonda",2016,36.9344413665743,425
"1268","paddyunhusked","Mangaon(Bhadav)",2014,35.9560067681895,425
"1269","wheathusked","Akole",2014,28.8135593220339,425
"1270","wheathusked","Kille Dharur",2014,27.7351916376307,425
"1271","wheathusked","Lasalgaon-Niphad",2016,27.6692708333333,425
"1272","wheathusked","Nagpur",2014,26.2995049504951,425
"1273","sorgumjawar","Sangamner",2015,22.0779220779221,425
"1274","sorgumjawar","Pune-Pimpri",2016,17.6788685524126,425
"1275","sunflower","Ausa",2015,13.1294408402842,425
"1276","sorgumjawar","Purna",2015,35.7805907172996,424
"1277","bajri","Yeola",2016,27.237604636188,423
"1278","sorgumjawar","Ausa",2016,26.5370138017566,423
"1279","sorgumjawar","Sillod-Bharadi",2014,34.5901639344262,422
"1280","bajri","Sangali",2016,29.6897038081805,421
"1281","wheathusked","Nandura",2016,28.9347079037801,421
"1282","sesamum","Malkapur",2016,30.7692307692308,420
"1283","sesamum","Achalpur",2016,7.22269991401548,420
"1284","wheathusked","Malkapur",2016,26.2202753441802,419
"1285","bajri","Manmad",2014,37.5224416517056,418
"1286","sorgumjawar","Umarga",2015,29.9856527977045,418
"1287","bajri","Indapur-Bhigwan",2014,29.6296296296296,418
"1288","sorgumjawar","Malkapur",2016,35.9173126614987,417
"1289","wheathusked","Chandur Bajar",2016,26.4137931034483,417
"1290","paddyunhusked","Nagbhid",2014,25.105358217941,417
"1291","sesamum","Achalpur",2014,5.00420016800672,417
"1292","pigeon pea tur","Jalna-Badnapur",2015,4.75430395621936,417
"1293","bajri","Kopargaon",2015,38.6854460093897,416
"1294","sorgumjawar","Lasalgaon-Vinchur",2016,34.6666666666667,416
"1295","sorgumjawar","Loha",2015,28.9491997216423,416
"1296","sunflower","Pachora",2016,13.2864899393165,416
"1297","pigeon pea tur","Umari",2015,4.92832602772183,416
"1298","bajri","Kopargaon",2016,25.8889582033687,415
"1299","cotton","Varora",2015,10.4771522342843,415
"1300","sorgumjawar","Dudhani",2016,24.8350329934013,414
"1301","sunflower","Ahmedpur",2015,14.010152284264,414
"1302","bajri","Shirpur",2015,42.8423236514523,413
"1303","grnut kernels","Kalamb (Os)",2014,14.2413793103448,413
"1304","bajri","Pusad",2014,28.6111111111111,412
"1305","sorgumjawar","Kopargaon",2015,33.469387755102,410
"1306","bajri","Solapur",2016,27.6466621712744,410
"1307","sorgumjawar","Ambejogai",2014,27.2063702720637,410
"1308","maize","Raver",2016,32.306477093207,409
"1309","sunflower","Umared",2016,13.2534024627349,409
"1310","pigeon pea tur","Jintur-Bori",2014,10.3649265078561,409
"1311","bajri","Kopargaon",2014,38.6363636363636,408
"1312","sorgumjawar","Manwat",2015,31.1162079510703,407
"1313","safflower","Murtizapur",2015,22.2777777777778,407
"1314","bajri","Parola",2016,39.460020768432,406
"1315","bajri","Lasalgaon-Vinchur",2016,36.3473589973142,406
"1316","sorgumjawar","Karanja",2015,36,405
"1317","sorgumjawar","Mantha",2016,31.322505800464,405
"1318","wheathusked","Barshi",2014,29.9777942264989,405
"1319","sunflower","Basmat",2015,12.8571428571429,405
"1320","wheathusked","Bhivandi",2015,21.2778429073857,404
"1321","wheathusked","Nandura",2015,30.6463878326996,403
"1322","pigeon pea tur","Rajura",2015,7.74774774774775,403
"1323","sorgumjawar","Mehkar",2015,39.219512195122,402
"1324","cotton","Mandhal",2016,9.39032936229853,402
"1325","wheathusked","Bhokar",2015,29.7037037037037,401
"1326","maize","Pathari",2016,9.54761904761905,401
"1327","sugarcane","Kamthi",2014,75,400
"1328","paddyunhusked","Umarga",2014,50,400
"1329","maize","Malegaon",2015,38.9105058365759,400
"1330","sorgumjawar","Ghansawangi",2014,36.3636363636364,400
"1331","sorgumjawar","Hadgaon",2015,36.3636363636364,400
"1332","wheathusked","Arvi",2015,34.7826086956522,400
"1333","sorgumjawar","Buldhana-Dhad",2016,33.3333333333333,400
"1334","wheathusked","Mahagaon",2015,30.7692307692308,400
"1335","sorgumjawar","Taloda",2014,28.5714285714286,400
"1336","wheathusked","Achalpur",2015,28.5714285714286,400
"1337","wheathusked","Chandur Bajar",2014,28.5714285714286,400
"1338","wheathusked","Yawal",2016,28.5714285714286,400
"1339","paddyunhusked","Vasai",2014,28.3085633404105,400
"1340","bajri","Lonar",2016,26.6666666666667,400
"1341","wheathusked","Purna",2015,26.5957446808511,400
"1342","wheathusked","Sailu",2016,25,400
"1343","bajri","Kalyan",2015,24.4666666666667,400
"1344","sorgumjawar","Atpadi",2014,23.5294117647059,400
"1345","sorgumjawar","Atpadi",2015,23.5294117647059,400
