"","Commodity2","APMC","Year","maxfluctrel","maxfluct"
"1723","maize","Bhokar",2016,25,300
"1724","maize","Sindkhed Raja",2016,25,300
"1725","sorgumjawar","Nandgaon Khandeshwar",2016,25,300
"1726","sorgumjawar","Vai",2016,25,300
"1727","wheathusked","Akkalkuwa",2015,25,300
"1728","bajri","Aurangabad",2015,24,300
"1729","bajri","Barshi",2014,23.0769230769231,300
"1730","wheathusked","Aarni",2016,21.4285714285714,300
"1731","wheathusked","Buldhana-Dhad",2016,21.4285714285714,300
"1732","sorgumjawar","Nandgaon",2014,20,300
"1733","wheathusked","Manora",2016,20,300
"1734","wheathusked","Sengaon",2016,20,300
"1735","wheathusked","Yawal",2015,20,300
"1736","bajri","Manwat",2016,19.3548387096774,300
"1737","wheathusked","Amarawati",2014,19.3548387096774,300
"1738","wheathusked","Koregaon",2015,19.14486279515,300
"1739","paddyunhusked","Varora",2016,18.75,300
"1740","sorgumjawar","Aurangabad",2016,18.75,300
"1741","sunflower","Sakri",2015,18.75,300
"1742","wheathusked","Jawala-Bajar",2014,18.75,300
"1743","wheathusked","Mahagaon",2016,18.75,300
"1744","sorgumjawar","Shirala",2016,17.6470588235294,300
"1745","sunflower","Sillod",2016,15.7894736842105,300
"1746","safflower","Ambejogai",2015,14.2857142857143,300
"1747","mustard","Akola",2015,10,300
"1748","pigeon pea tur","Amalner",2014,9.375,300
"1749","cotton","Jamner",2014,8,300
"1750","cotton","Jamner-Neri",2014,8,300
"1751","cotton","Samudrapur",2015,7.78210116731517,300
"1752","cotton","Ghansawangi",2015,7.69230769230769,300
"1753","cotton","Khultabad",2016,7.40740740740741,300
"1754","pigeon pea tur","Ahmednagar",2014,7.2463768115942,300
"1755","cotton","Hadgaon",2016,7.01754385964912,300
"1756","cotton","Darwha",2016,6.66666666666667,300
"1757","cotton","Malkapur",2016,6.38297872340426,300
"1758","sesamum","Sangrampur-Varvatbakal",2016,5.26315789473684,300
"1759","pigeon pea tur","Bori Arab",2016,4,300
"1760","paddyunhusked","Ausa",2015,49.7504159733777,299
"1761","maize","Amalner",2016,29.6333002973241,299
"1762","bajri","Parola",2015,25.4035683942226,299
"1763","wheathusked","Chopda",2016,20.8217270194986,299
"1764","pigeon pea tur","Kej",2014,6.79391047489207,299
"1765","sorgumjawar","Raver",2015,29.4175715695953,298
"1766","sorgumjawar","Khamgaon",2015,26.3483642793988,298
"1767","bajri","Gevrai",2014,24.8955722639933,298
"1768","wheathusked","Manmad",2015,22.2222222222222,298
"1769","wheathusked","Nandgaon",2014,20.8245981830887,298
"1770","maize","Barshi-Vairag",2016,20.3274215552524,298
"1771","maize","Lasur Station",2016,32.5301204819277,297
"1772","bajri","Shrirampur",2014,25.3012048192771,297
"1773","wheathusked","Rahata",2015,22.9876160990712,297
"1774","pigeon pea tur","Sakri",2014,14.4034917555771,297
"1775","sorgumjawar","Shevgaon-Bodhegaon",2016,18.639798488665,296
"1776","cotton","Chandrapur",2016,7.09321830817158,296
"1777","wheathusked","Sangrampur-Varvatbakal",2015,24.4813278008299,295
"1778","maize","Latur",2016,22.2641509433962,295
"1779","cotton","Kalamb (Yawatmal)",2016,6.76140270456108,295
"1780","bajri","Nandura",2015,23.8056680161943,294
"1781","bajri","Amarawati",2015,19.7836166924266,294
"1782","maize","Lasalgaon",2014,33.1428571428571,293
"1783","sorgumjawar","Shegaon",2014,27.6937618147448,293
"1784","bajri","Amalner",2016,26.4918625678119,293
"1785","sorgumjawar","Nandura",2016,25.5448997384481,293
"1786","wheathusked","Bhokar",2016,21.0337401292175,293
"1787","bajri","Shevgaon",2014,25.5468066491689,292
"1788","sorgumjawar","Nilanga",2015,24.2524916943522,292
"1789","bajri","Kalamb (Os)",2014,20.4338698390483,292
"1790","wheathusked","Newasa",2016,18.1592039800995,292
"1791","wheathusked","Dudhani",2016,17.8812002449479,292
"1792","pigeon pea tur","Shirur",2016,4.40821256038647,292
"1793","sorgumjawar","Ghansawangi",2016,17.1985815602837,291
"1794","ricepaddyhus","Bhandara",2015,12.0997920997921,291
"1795","safflower","Latur",2016,11.4566929133858,291
"1796","wheatunhusked","Mohol",2015,11.1538461538462,290
"1797","cotton","Malkapur",2014,7.71276595744681,290
"1798","sorgumjawar","Parli-Vaijnath",2016,20.2522775052558,289
"1799","wheathusked","Nampur",2016,19.2666666666667,289
"1800","maize","Sangrampur",2015,27.4285714285714,288
"1801","sunflower","Rahuri-Vambori",2014,10.8352144469526,288
"1802","cotton","Yeotmal",2015,7.41312741312741,288
"1803","cotton","Jawala-Bajar",2016,6.18556701030928,288
"1804","sorgumjawar","Aarni",2015,33.2560834298957,287
"1805","sorgumjawar","Rahata",2014,26.3786764705882,287
"1806","wheathusked","Mangrulpeer",2014,23.2463295269168,287
"1807","cotton","Hingoli",2015,6.89156626506024,286
"1808","sesamum","Aheri",2014,4.00391992160157,286
"1809","bajri","Manwat",2015,19.6551724137931,285
"1810","pigeon pea tur","Rajura",2016,4.07900386431945,285
"1811","sunflower","Shrirampur",2015,9.9092812281926,284
"1812","wheathusked","Amalner",2015,18.5330713817944,283
"1813","pigeon pea tur","Telhara",2014,7.075,283
"1814","pigeon pea tur","Morshi",2014,6.28888888888889,283
"1815","pigeon pea tur","Mandhal",2015,5.27119938884645,283
"1816","sorgumjawar","Dhule",2015,19.4348725017229,282
"1817","wheathusked","Manmad",2014,19.2360163710778,282
"1818","sorgumjawar","Pusad",2016,20.4444444444444,281
"1819","bajri","Ausa",2015,18.9353099730458,281
"1820","wheathusked","Kurdwadi",2014,18.8590604026846,281
"1821","sunflower","Umarga",2015,8.78125,281
"1822","cotton","Himayatnagar",2015,7.17202654415518,281
"1823","sorgumjawar","Bhokar",2016,22.6171243941842,280
"1824","sorgumjawar","Chandur Bajar",2014,22.4,280
"1825","maize","Kopargaon",2016,22.2446916076845,280
"1826","bajri","Kej",2014,17.5251256281407,279
"1827","maize","Ambad(Vadi Godri)",2014,31.0267857142857,278
"1828","wheathusked","Ambad(Vadi Godri)",2014,19.3998604326588,278
"1829","wheathusked","Yeola",2015,19.3728222996516,278
"1830","cotton","Telhara",2016,6.57365807519508,278
"1831","sorgumjawar","Shahada",2014,20.5489614243323,277
"1832","cotton","Mahur",2014,7.6455975710737,277
"1833","sorgumjawar","Amalner",2015,23,276
"1834","cotton","Hadgaon-Tamsa",2015,6.43506644905572,276
"1835","bajri","Yawal",2015,27.5,275
"1836","maize","Buldhana",2016,24.4444444444444,275
"1837","wheathusked","Sindi",2015,20.5838323353293,275
"1838","maize","Ahmednagar",2016,15.4842342342342,275
"1839","sunflower","Shrigonda",2016,9.10330719399932,275
"1840","wheathusked","Kurdwadi",2016,17.9554390563565,274
"1841","bajri","Chalisgaon",2015,23.6363636363636,273
"1842","sorgumjawar","Chopda",2014,20.5572289156627,273
"1843","wheathusked","Pathari",2014,19.1176470588235,273
"1844","maize","Sakri",2016,31.2284730195178,272
"1845","maize","Nandura",2014,26.3565891472868,272
"1846","maize","Taloda",2015,29.5851528384279,271
"1847","bajri","Sillod",2015,26.5426052889324,271
"1848","maize","Pachora",2015,23.6888111888112,271
"1849","bajri","Nandura",2016,20.5007824726135,271
"1850","maize","Ahmedpur",2015,18.0666666666667,271
"1851","ricepaddyhus","Nagpur",2014,7.61877987067754,271
"1852","cotton","Tiwasa",2016,5.76595744680851,271
"1853","sorgumjawar","Yawal",2016,24.7222222222222,270
"1854","sorgumjawar","Anajngaon Surji",2015,21.4285714285714,270
"1855","maize","Baramati",2015,17.7514792899408,270
"1856","ricepaddyhus","Bhandara",2016,9.67741935483871,270
"1857","sunflower","Kada",2015,8.4348641049672,270
"1858","cotton","Pombhurni",2015,7.75639184142488,270
"1859","cotton","Pathardi",2014,7.19616204690831,270
"1860","cotton","Gangakhed",2015,6.58536585365854,270
"1861","maize","Nandura",2015,26.1418853255588,269
"1862","maize","Dondaicha",2014,22.8936170212766,269
"1863","bajri","Kurdwadi-Modnimb",2016,22.2866611433306,269
"1864","bajri","Aurangabad",2014,21.2145110410095,269
"1865","wheathusked","Rahuri-Vambori",2014,18.0901143241426,269
"1866","cotton","Maregaon",2015,8.68302130406714,269
"1867","maize","Raver",2015,25.9941804073715,268
"1868","maize","Kurdwadi",2014,25.2354048964218,268
"1869","bajri","Ghansawangi",2016,19.5652173913043,267
"1870","bajri","Atpadi",2016,15.4068090017311,267
"1871","maize","Dondaicha",2015,26.8547544409613,266
"1872","maize","Kada",2014,25.7751937984496,266
"1873","sorgumjawar","Nilanga",2016,25.381679389313,266
"1874","sorgumjawar","Naigaon",2014,22.7934875749786,266
"1875","wheathusked","Sakri",2015,22.1666666666667,266
"1876","maize","Kada",2016,21.5559157212318,266
"1877","sorgumjawar","Akhadabalapur",2015,20.9944751381215,266
"1878","maize","Ausa",2016,19.9297629499561,266
"1879","wheathusked","Kopargaon",2014,18.5624563852059,266
"1880","sorgumjawar","Shevgaon-Bodhegaon",2015,17.7215189873418,266
"1881","paddyunhusked","Armori-Desaiganj",2014,17.5084175084175,266
"1882","sorgumjawar","Koregaon",2014,14.875,266
"1883","maize","Manmad",2015,23.2660228270413,265
"1884","wheathusked","Pachora",2016,18.377253814147,265
"1885","wheathusked","Bhandara",2015,17.9417738659445,265
"1886","wheathusked","Rahuri-Vambori",2016,16.7198468410976,265
"1887","cotton","Pandharkawada",2015,7.04225352112676,265
"1888","wheathusked","Sangamner",2014,17.6,264
"1889","sorgumjawar","Nandura",2015,21.7355371900826,263
"1890","bajri","Lasalgaon-Vinchur",2015,19.1272727272727,263
"1891","sorgumjawar","Latur-Murud",2016,18.975468975469,263
"1892","paddyunhusked","Lakhani",2014,14.3168209036473,263
"1893","bajri","Vaijapur",2015,22.5066195939982,262
"1894","bajri","Solapur",2014,21.7970049916805,262
"1895","bajri","Pathardi",2014,20.3732503888025,262
"1896","sorgumjawar","Yeola",2016,15.8308157099698,262
"1897","sorgumjawar","Partur",2016,13.9733333333333,262
"1898","maize","Lasalgaon-Vinchur",2016,23.9889705882353,261
"1899","maize","Jamner",2016,19.1208791208791,261
"1900","bajri","Ambejogai",2016,18.7769784172662,261
"1901","wheathusked","Loha",2014,17.7069199457259,261
"1902","cotton","Jalna",2016,6.29978276611151,261
"1903","bajri","Chalisgaon",2014,23.5934664246824,260
"1904","maize","Ausa",2014,22.9885057471264,260
"1905","sorgumjawar","Sailu",2014,22.4913494809689,260
"1906","sorgumjawar","Himayatnagar",2016,20.8,260
"1907","maize","Mehkar",2016,20.2020202020202,260
"1908","wheathusked","Umarga",2014,19.047619047619,260
"1909","sorgumjawar","Sindkhed Raja",2015,16.8831168831169,260
"1910","wheathusked","Sindkhed Raja",2015,16.8831168831169,260
"1911","sunflower","Umarga",2016,10.1472343812177,260
"1912","sunflower","Kurdwadi",2016,10.0658149438637,260
"1913","cotton","Shevgaon",2015,7.1882775781034,260
"1914","sesamum","Umarga",2016,6.5,260
"1915","cotton","Fulambri",2016,5.60224089635854,260
"1916","maize","Varud-Rajura Bazar",2016,21.2993421052632,259
"1917","bajri","Kalamb (Os)",2015,20,258
"1918","pigeon pea tur","Jalkot",2014,6.10886617542192,257
"1919","coconut","Ulhasnagar",2015,99.2248062015504,256
"1920","bajri","Yeola",2015,20.3659506762132,256
"1921","maize","Kalamb (Os)",2016,14.9445417396381,256
"1922","maize","Pachora",2016,22.0765027322404,255
"1923","maize","Chalisgaon",2015,21.7006200177148,255
"1924","sorgumjawar","Khamgaon",2016,20.6980519480519,255
"1925","bajri","Digras",2015,19.6911196911197,255
"1926","wheathusked","Murtizapur",2015,19.3916349809886,255
"1927","wheathusked","Jintur",2016,15.7601977750309,255
"1928","sorgumjawar","Vaduj",2016,11.7079889807163,255
"1929","sunflower","Nilanga",2015,7.73899848254932,255
"1930","pigeon pea tur","Hanegaon",2016,3.08641975308642,255
"1931","sorgumjawar","Chandur Bajar",2016,20.2551834130782,254
"1932","wheathusked","Purna",2016,16.2590879048249,254
"1933","safflower","Ausa",2015,11.4054782218231,254
"1934","sunflower","Bhokar",2015,8.49498327759197,254
"1935","bajri","Chopda",2016,21.3863060016906,253
"1936","bajri","Raver",2016,20.2724358974359,253
"1937","wheathusked","Indapur (Nimgaon Ketki)",2015,17.5572519083969,253
"1938","sorgumjawar","Shirur",2016,17.4305555555556,253
"1939","sorgumjawar","Shegaon",2015,21.7054263565891,252
"1940","wheathusked","Telhara",2016,16.3849154746424,252
"1941","bajri","Paithan",2015,100,251
"1942","bajri","Devala",2014,19.2484662576687,251
"1943","paddyunhusked","Shahapur",2015,15.7013258897418,251
"1944","sorgumjawar","Jafrabad",2014,29.4117647058824,250
"1945","sorgumjawar","Jalna-Badnapur",2015,23.8095238095238,250
"1946","ricepaddyhus","Gondiya",2016,21.7391304347826,250
"1947","bajri","Rahuri-Songaon",2016,19.2307692307692,250
"1948","wheathusked","Tuljapur",2015,18.4094256259205,250
"1949","wheathusked","Risod",2015,17.5438596491228,250
"1950","sorgumjawar","Malegaon (Washim)",2015,17.2413793103448,250
"1951","wheathusked","Nagbhid",2015,17.2413793103448,250
"1952","sorgumjawar","Jawala-Bajar",2015,16.1290322580645,250
"1953","wheathusked","Parbhani",2016,16.1290322580645,250
"1954","wheathusked","Koregaon",2016,15.625,250
"1955","bajri","Akola",2016,15.1515151515152,250
"1956","sunflower","Nandura",2015,9.9601593625498,250
"1957","cotton","Shahada",2015,6.75675675675676,250
"1958","cotton","Jamner",2015,6.66666666666667,250
"1959","cotton","Paranda",2014,6.57894736842105,250
"1960","cotton","Soygaon",2015,6.57894736842105,250
"1961","pigeon pea tur","Bhiwapur",2015,5,250
"1962","maize","Lasur Station",2014,27.2428884026258,249
"1963","maize","Devala",2014,26.155462184874,249
"1964","maize","Devala",2015,22.2537878787879,249
"1965","sorgumjawar","Vaijapur",2015,16.7226326393553,249
"1966","maize","Sinner",2015,24.8496993987976,248
"1967","wheathusked","Dhamangaon-Rly",2015,21.0705182667799,248
"1968","ricepaddyhus","Bhandara",2014,7.72034459907223,248
"1969","cotton","Kalamb (Yawatmal)",2015,6.11138491867915,248
"1970","cotton","Mahur",2016,6.04288499025341,248
"1971","sorgumjawar","Dhule",2016,18.6536901865369,247
"1972","wheathusked","Kalvan",2014,17.1885873347251,247
"1973","wheathusked","Satana",2014,16.1437908496732,247
"1974","wheathusked","Devala",2015,18.8505747126437,246
"1975","bajri","Shirur",2016,16.7803547066849,246
"1976","wheathusked","Mehkar",2016,15.8896913985555,246
"1977","wheathusked","Achalpur",2016,15.5205047318612,246
"1978","cotton","Zarijamini",2015,6.47027880063125,246
"1979","maize","Ausa",2015,20.6402695871946,245
"1980","sorgumjawar","Katol",2015,20.1149425287356,245
"1981","sorgumjawar","Chalisgaon",2016,18.2407407407407,245
"1982","wheathusked","Sinner",2014,15.506329113924,245
"1983","paddyunhusked","Kolhapur-Laxmipuri",2016,13.6111111111111,245
"1984","sorgumjawar","Akkolkot",2016,13.2004310344828,245
"1985","sesamum","Beed",2014,2.12987916195775,245
"1986","maize","Chikhali",2015,25.3902185223725,244
"1987","maize","Chopda",2015,24.4734202607823,244
"1988","maize","Mehkar",2015,22.803738317757,244
"1989","bajri","Sonpeth",2016,20.926243567753,244
"1990","sorgumjawar","Shirur",2015,19.1372549019608,244
"1991","wheathusked","Washim",2014,16.9680111265647,244
"1992","sorgumjawar","Vaduj",2015,11.1466423024212,244
"1993","cotton","Jamner-Neri",2015,6.50666666666667,244
"1994","pigeon pea tur","Partur",2014,5.59633027522936,244
"1995","maize","Amalner",2014,26.0450160771704,243
"1996","maize","Jalna",2014,25.1552795031056,243
"1997","cotton","Pandharkawada",2014,6.46448523543496,243
"1998","sesamum","Karanja",2016,4.42381212452212,243
"1999","bajri","Kannad",2015,17.4147217235188,242
"2000","pigeon pea tur","Jamkhed",2014,5.03327787021631,242
"2001","maize","Dondaicha-Sindkheda",2016,22.952380952381,241
"2002","wheathusked","Hinganghat",2016,16.8767507002801,241
"2003","bajri","Indapur",2014,16.0666666666667,241
"2004","sorgumjawar","Devala",2014,11.9960179193629,241
"2005","wheathusked","Himayatnagar",2015,20.6362854686157,240
"2006","bajri","Gangapur",2015,19.6882690730107,240
"2007","wheathusked","Akhadabalapur",2015,15.7894736842105,240
"2008","wheathusked","Akot",2016,14.2857142857143,240
"2009","cotton","Mahur",2015,6.31578947368421,240
"2010","maize","Lasur Station",2015,23.5700197238659,239
"2011","wheathusked","Mehkar",2014,18.2721712538226,239
"2012","paddyunhusked","Barshi",2014,17.8092399403875,239
"2013","maize","Kurdwadi-Modnimb",2015,16.3586584531143,239
"2014","wheathusked","Sillod",2016,15.9267089499648,239
"2015","sorgumjawar","Paithan",2016,14.7826086956522,238
"2016","cotton","Shevgaon",2014,6.16740088105727,238
"2017","wheathusked","Akot",2015,18.6320754716981,237
"2018","sorgumjawar","Murum",2016,12.5596184419714,237
"2019","sorgumjawar","Mangrulpeer",2016,20.5574912891986,236
"2020","sorgumjawar","Udgir",2015,23.5,235
"2021","bajri","Rahata",2016,20.9634255129349,235
"2022","bajri","Kalvan",2015,20.9260908281389,235
"2023","sorgumjawar","Chikhali",2015,19.0283400809717,235
"2024","wheathusked","Akola",2014,16.2404975812025,235
"2025","wheathusked","Tumsar",2014,18.2101167315175,234
"2026","wheathusked","Rahuri-Songaon",2016,16.3293789253315,234
"2027","wheathusked","Umarkhed-Danki",2014,16.3293789253315,234
"2028","cotton","Bhokardan",2014,6.15303707599264,234
"2029","bajri","Nandura",2014,21.2979890310786,233
"2030","sorgumjawar","Wardha",2016,16.0689655172414,233
"2031","wheathusked","Taloda",2014,15.8827539195637,233
"2032","wheathusked","Umarkhed",2014,15.8827539195637,233
"2033","bajri","Jamkhed",2015,14.5625,233
"2034","bajri","Khamgaon",2015,17.8598922247883,232
"2035","paddyunhusked","Murbad",2016,15.7075152335816,232
"2036","cotton","Gevrai",2014,6.09884332281809,232
"2037","sorgumjawar","Mudkhed",2015,19.3791946308725,231
"2038","maize","Barshi",2016,17.9487179487179,231
"2039","bajri","Dharangaon",2016,15.503355704698,231
"2040","safflower","Murtizapur",2016,13.2,231
"2041","paddyunhusked","Bhiwapur",2016,12.3529411764706,231
"2042","maize","Nampur",2016,21.9256434699714,230
"2043","paddyunhusked","Karjat (Raigad)",2015,16.6184971098266,230
"2044","wheathusked","Aurangabad",2015,14.6496815286624,230
"2045","cotton","Chimur",2015,5.65527415785591,230
"2046","bajri","Dudhani",2015,19.7074010327022,229
"2047","bajri","Devala",2015,17.0386904761905,229
"2048","bajri","Gangapur",2014,19.0317195325543,228
"2049","wheathusked","Sillod",2015,17.9245283018868,228
"2050","wheathusked","Karanja",2014,16.654492330168,228
"2051","paddyunhusked","Armori-Desaiganj",2015,15.7894736842105,228
"2052","sunflower","Telhara",2015,7.76038121170865,228
"2053","pigeon pea tur","Barshi-Vairag",2014,4.84900042535091,228
"2054","pigeon pea tur","Aheri",2016,3.27868852459016,228
"2055","cotton","Yawal",2015,5.6835252879319,227
"2056","bajri","Kalamb (Os)",2016,19.9630314232902,226
"2057","bajri","Mangalwedha",2016,18.9121338912134,226
"2058","sorgumjawar","Mehkar",2016,18.1328545780969,226
"2059","sorgumjawar","Jintur-Bori",2015,16.7159763313609,226
"2060","cotton","Hadgaon",2015,5.46950629235237,226
"2061","pigeon pea tur","Chandrapur",2014,5.23997217713888,226
"2062","maize","Sangrampur-Varvatbakal",2015,21.4285714285714,225
"2063","sorgumjawar","Jalgaon Jamod-Aasalgaon",2016,20.9302325581395,225
"2064","sorgumjawar","Jintur-Bori",2014,20.4545454545455,225
"2065","maize","Shrigonda",2016,20.3068592057762,225
"2066","bajri","Yeola",2014,18.0722891566265,225
"2067","wheathusked","Lohara",2015,18,225
"2068","wheathusked","Chikhali",2014,16.6666666666667,225
"2069","sorgumjawar","Tasgaon",2014,16.3636363636364,225
"2070","wheathusked","Dudhani",2014,16.304347826087,225
"2071","wheathusked","Parli-Vaijnath",2015,15.6794425087108,225
"2072","bajri","Taloda",2016,15,225
"2073","bajri","Sillod-Bharadi",2016,14.7540983606557,225
"2074","bajri","Bhusaval",2016,14.5161290322581,225
"2075","wheathusked","Kalamnuri",2016,14.0625,225
"2076","safflower","Umarga",2015,9.2668863261944,225
"2077","sunflower","Jalkot",2015,6.81818181818182,225
"2078","pigeon pea tur","Patur",2014,5.17241379310345,225
"2079","maize","Kada",2015,22.8804902962206,224
"2080","maize","Khamgaon",2015,22.6737967914439,224
"2081","wheathusked","Sillod-Bharadi",2016,15.4269972451791,224
"2082","wheathusked","Jawala-Bajar",2015,14.7465437788018,224
"2083","sorgumjawar","Parbhani",2016,13.2075471698113,224
"2084","sunflower","Majalgaon",2016,7.52688172043011,224
"2085","wheathusked","Jafrabad",2015,16.5922619047619,223
"2086","maize","Manmad",2014,22.7459016393443,222
"2087","maize","Akola",2015,19.8214285714286,222
"2088","sorgumjawar","Shegaon",2016,17.8456591639871,222
"2089","wheathusked","Mantha",2014,15.5789473684211,222
"2090","paddyunhusked","Murbad",2014,13.2300357568534,222
"2091","maize","Vaijapur",2016,22.3910840932118,221
"2092","bajri","Shevgaon-Bodhegaon",2014,19.6619217081851,221
"2093","safflower","Ausa",2016,8.92568659127625,221
"2094","wheatunhusked","Sangli-Miraj",2016,6.04651162790698,221
"2095","cotton","Manwat",2016,4.96740840638346,221
"2096","maize","Shrirampur",2014,25.1141552511416,220
"2097","sorgumjawar","Jalgaon Jamod-Aasalgaon",2015,20,220
"2098","bajri","Shrirampur",2015,17.9153094462541,220
"2099","maize","Akole",2015,15.9420289855072,220
"2100","paddyunhusked","Gondiya",2016,15.0891632373114,220
"2101","sunflower","Indapur-Bhigwan",2014,8.90688259109312,220
"2102","cotton","Maregaon",2016,4.94145199063232,220
"2103","pigeon pea tur","Shevgaon-Bodhegaon",2016,3.16410182654969,220
"2104","paddyunhusked","Mandhal",2015,11.7049706039551,219
"2105","sunflower","Ahmedpur",2016,7.56424176619616,219
"2106","maize","Jafrabad",2015,18.6484174508127,218
"2107","bajri","Sillod-Bharadi",2014,19.7272727272727,217
"2108","bajri","Malkapur",2015,17.7287581699346,217
"2109","wheathusked","Jafrabad",2014,17.36,217
"2110","wheathusked","Jalgaon Jamod-Aasalgaon",2015,16.4009111617312,217
"2111","sorgumjawar","Malkapur",2015,18.2586644125106,216
"2112","sunflower","Chalisgaon",2014,7.80628839898807,216
"2113","maize","Jalgaon Jamod-Aasalgaon",2016,20.0746965452848,215
"2114","maize","Yawal",2015,19.6706312900274,215
"2115","bajri","Raver",2014,17.0364500792393,215
"2116","bajri","Partur",2015,16.5257494235204,215
"2117","wheathusked","Bhiwapur",2016,15.3571428571429,215
"2118","wheathusked","Ashti-Karanja",2016,15.3133903133903,215
"2119","sorgumjawar","Parbhani",2015,13.8441725692209,215
"2120","cotton","Wardha",2015,5.22098105876639,215
"2121","maize","Vaijapur",2014,23.5942668136714,214
"2122","maize","Satana",2014,22.8388473852721,214
"2123","bajri","Amalner",2014,19.8515769944341,214
"2124","wheathusked","Anajngaon Surji",2014,15.2421652421652,214
"2125","wheathusked","Ahmednagar",2014,13.6218968809675,214
"2126","sunflower","Khamgaon",2016,7.13809206137425,214
"2127","pigeon pea tur","Akhadabalapur",2014,5.35,214
"2128","maize","Aurangabad",2014,24.8251748251748,213
"2129","sorgumjawar","Akot",2015,15.7777777777778,213
"2130","bajri","Dondaicha",2014,16.2327718223583,212
"2131","cotton","Jafrabad",2016,15.3846153846154,212
"2132","maize","Akole",2016,15.2737752161383,212
"2133","paddyunhusked","Alibag",2015,14.6996466431095,212
"2134","pigeon pea tur","Ashti (Jalna)",2015,2.60570304818092,212
"2135","maize","Yeola",2014,22.1174004192872,211
"2136","maize","Taloda",2014,20.6457925636008,211
"2137","bajri","Amalner",2015,16.1685823754789,211
"2138","wheathusked","Manora",2014,15.7580283793876,211
"2139","wheathusked","Jalna",2016,11.1817700052994,211
"2140","mustard","Gevrai",2015,6.78893178893179,211
"2141","wheathusked","Shrirampur-Belapur",2015,15.1624548736462,210
"2142","bajri","Parli-Vaijnath",2015,13.8705416116248,210
"2143","paddyunhusked","Mandhal",2016,12.7272727272727,210
"2144","bajri","Partur",2016,17.5572519083969,209
"2145","sorgumjawar","Anajngaon Surji",2014,16.2899454403741,209
"2146","wheathusked","Devala",2016,11.7152466367713,209
"2147","cotton","Sillod",2014,5.47407019381875,209
"2148","maize","Shrirampur",2016,22.0572640509014,208
"2149","maize","Chalisgaon",2014,20.9903121636168,208
"2150","wheathusked","Sangrampur",2014,16.3265306122449,208
"2151","sorgumjawar","Parli-Vaijnath",2015,15.1272727272727,208
"2152","maize","Amarawati",2016,13.6752136752137,208
"2153","cotton","Ralegaon",2015,5.28186896901981,208
"2154","maize","Chopda",2014,22.8982300884956,207
"2155","sorgumjawar","Himayatnagar",2015,19.8465963566635,207
"2156","bajri","Shevgaon-Bodhegaon",2015,18,207
"2157","sunflower","Gevrai",2015,6.43856920684292,207
"2158","pigeon pea tur","Malegaon",2014,5.28600612870276,207
"2159","bajri","Shrirampur-Belapur",2016,19.7886647454371,206
"2160","wheathusked","Ahmedpur",2015,18.0701754385965,206
"2161","mustard","Shrirampur",2015,6.95710908476866,206
"2162","cotton","Telhara",2015,5.01460564751704,206
"2163","maize","Shrirampur-Belapur",2016,21.9251336898396,205
"2164","bajri","Umarga",2015,16.545601291364,205
"2165","sorgumjawar","Rahata",2016,15.4019534184823,205
"2166","wheathusked","Partur",2014,14.8766328011611,205
"2167","wheathusked","Jalna",2014,13.7676292813969,205
"2168","maize","Varud",2016,100,204
"2169","maize","Ahmedpur",2014,17.8321678321678,204
"2170","maize","Kurdwadi",2015,17.1284634760705,204
"2171","wheathusked","Telhara",2015,16.4119066773934,204
"2172","maize","Indapur-Bhigwan",2015,14.53125,204
"2173","cotton","Jalna-Badnapur",2015,5.0520059435364,204
"2174","maize","Khamgaon",2014,24.2243436754177,203
"2175","bajri","Shirur",2015,15.2914458743376,202
"2176","cotton","Kinwat",2016,4.56600361663653,202
"2177","maize","Vaijapur",2015,19.106463878327,201
"2178","sorgumjawar","Murtizapur",2014,14.3776824034335,201
"2179","sorgumjawar","Kannad",2015,14.1350210970464,201
"2180","wheathusked","Jalgaon",2016,13.2760898282695,201
"2181","sorgumjawar","Ghatanji",2015,22.2222222222222,200
"2182","sorgumjawar","Jafrabad",2015,22.2222222222222,200
"2183","sorgumjawar","Sillod",2015,22.2222222222222,200
"2184","maize","Malkapur",2014,21.5982721382289,200
"2185","maize","Jafrabad",2016,20.8888888888889,200
"2186","maize","Jalgaon Jamod-Aasalgaon",2014,20.8888888888889,200
"2187","cotton","Jafrabad",2015,20,200
"2188","maize","Jalgaon Jamod",2016,20,200
"2189","maize","Jalgaon Jamod-Aasalgaon",2015,20,200
"2190","sorgumjawar","Kinwat",2016,20,200
"2191","sorgumjawar","Sindi (Selu)",2016,20,200
"2192","maize","Shrirampur-Belapur",2015,18.9393939393939,200
"2193","bajri","Malkapur",2014,18.1818181818182,200
"2194","maize","Kada (Ashti)",2015,18.1818181818182,200
"2195","maize","Sillod-Bharadi",2016,17.6350662589195,200
"2196","maize","Kinwat",2015,17.3913043478261,200
"2197","bajri","Sindkhed Raja",2015,16.6666666666667,200
"2198","sorgumjawar","Jalgaon Jamod",2015,16.6666666666667,200
"2199","sorgumjawar","Jalgaon Jamod",2016,16.6666666666667,200
"2200","wheathusked","Ner Parasopant",2015,16.6666666666667,200
"2201","maize","Khultabad",2016,16.3265306122449,200
"2202","wheathusked","Kinwat",2015,16.220600162206,200
"2203","ricepaddyhus","Sinner",2016,15.3846153846154,200
"2204","wheathusked","Jalgaon Jamod",2015,15.3846153846154,200
"2205","wheathusked","Jalgaon Jamod-Aasalgaon",2014,15.3846153846154,200
